Testni primer za prastevilo : 71 Mnozica: Z_71
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70
  0 25 50  4 29 54  8 33 58 12 37 62 16 41 66 20 45 70 24 49  3 28 53  7 32 57 11 36 61 15 40 65 19 44 69 23 48  2 27 52  6 31 56 10 35 60 14 39 64 18 43 68 22 47  1 26 51  5 30 55  9 34 59 13 38 63 17 42 67 21 46
  0 26 52  7 33 59 14 40 66 21 47  2 28 54  9 35 61 16 42 68 23 49  4 30 56 11 37 63 18 44 70 25 51  6 32 58 13 39 65 20 46  1 27 53  8 34 60 15 41 67 22 48  3 29 55 10 36 62 17 43 69 24 50  5 31 57 12 38 64 19 45
  0 27 54 10 37 64 20 47  3 30 57 13 40 67 23 50  6 33 60 16 43 70 26 53  9 36 63 19 46  2 29 56 12 39 66 22 49  5 32 59 15 42 69 25 52  8 35 62 18 45  1 28 55 11 38 65 21 48  4 31 58 14 41 68 24 51  7 34 61 17 44
  0 28 56 13 41 69 26 54 11 39 67 24 52  9 37 65 22 50  7 35 63 20 48  5 33 61 18 46  3 31 59 16 44  1 29 57 14 42 70 27 55 12 40 68 25 53 10 38 66 23 51  8 36 64 21 49  6 34 62 19 47  4 32 60 17 45  2 30 58 15 43
  0 29 58 16 45  3 32 61 19 48  6 35 64 22 51  9 38 67 25 54 12 41 70 28 57 15 44  2 31 60 18 47  5 34 63 21 50  8 37 66 24 53 11 40 69 27 56 14 43  1 30 59 17 46  4 33 62 20 49  7 36 65 23 52 10 39 68 26 55 13 42
  0 30 60 19 49  8 38 68 27 57 16 46  5 35 65 24 54 13 43  2 32 62 21 51 10 40 70 29 59 18 48  7 37 67 26 56 15 45  4 34 64 23 53 12 42  1 31 61 20 50  9 39 69 28 58 17 47  6 36 66 25 55 14 44  3 33 63 22 52 11 41
  0 31 62 22 53 13 44  4 35 66 26 57 17 48  8 39 70 30 61 21 52 12 43  3 34 65 25 56 16 47  7 38 69 29 60 20 51 11 42  2 33 64 24 55 15 46  6 37 68 28 59 19 50 10 41  1 32 63 23 54 14 45  5 36 67 27 58 18 49  9 40
  0 32 64 25 57 18 50 11 43  4 36 68 29 61 22 54 15 47  8 40  1 33 65 26 58 19 51 12 44  5 37 69 30 62 23 55 16 48  9 41  2 34 66 27 59 20 52 13 45  6 38 70 31 63 24 56 17 49 10 42  3 35 67 28 60 21 53 14 46  7 39
  0 33 66 28 61 23 56 18 51 13 46  8 41  3 36 69 31 64 26 59 21 54 16 49 11 44  6 39  1 34 67 29 62 24 57 19 52 14 47  9 42  4 37 70 32 65 27 60 22 55 17 50 12 45  7 40  2 35 68 30 63 25 58 20 53 15 48 10 43  5 38
  0 34 68 31 65 28 62 25 59 22 56 19 53 16 50 13 47 10 44  7 41  4 38  1 35 69 32 66 29 63 26 60 23 57 20 54 17 51 14 48 11 45  8 42  5 39  2 36 70 33 67 30 64 27 61 24 58 21 55 18 52 15 49 12 46  9 43  6 40  3 37
  0 35 70 34 69 33 68 32 67 31 66 30 65 29 64 28 63 27 62 26 61 25 60 24 59 23 58 22 57 21 56 20 55 19 54 18 53 17 52 16 51 15 50 14 49 13 48 12 47 11 46 10 45  9 44  8 43  7 42  6 41  5 40  4 39  3 38  2 37  1 36
  0 36  1 37  2 38  3 39  4 40  5 41  6 42  7 43  8 44  9 45 10 46 11 47 12 48 13 49 14 50 15 51 16 52 17 53 18 54 19 55 20 56 21 57 22 58 23 59 24 60 25 61 26 62 27 63 28 64 29 65 30 66 31 67 32 68 33 69 34 70 35
  0 37  3 40  6 43  9 46 12 49 15 52 18 55 21 58 24 61 27 64 30 67 33 70 36  2 39  5 42  8 45 11 48 14 51 17 54 20 57 23 60 26 63 29 66 32 69 35  1 38  4 41  7 44 10 47 13 50 16 53 19 56 22 59 25 62 28 65 31 68 34
  0 38  5 43 10 48 15 53 20 58 25 63 30 68 35  2 40  7 45 12 50 17 55 22 60 27 65 32 70 37  4 42  9 47 14 52 19 57 24 62 29 67 34  1 39  6 44 11 49 16 54 21 59 26 64 31 69 36  3 41  8 46 13 51 18 56 23 61 28 66 33
  0 39  7 46 14 53 21 60 28 67 35  3 42 10 49 17 56 24 63 31 70 38  6 45 13 52 20 59 27 66 34  2 41  9 48 16 55 23 62 30 69 37  5 44 12 51 19 58 26 65 33  1 40  8 47 15 54 22 61 29 68 36  4 43 11 50 18 57 25 64 32
  0 40  9 49 18 58 27 67 36  5 45 14 54 23 63 32  1 41 10 50 19 59 28 68 37  6 46 15 55 24 64 33  2 42 11 51 20 60 29 69 38  7 47 16 56 25 65 34  3 43 12 52 21 61 30 70 39  8 48 17 57 26 66 35  4 44 13 53 22 62 31
  0 41 11 52 22 63 33  3 44 14 55 25 66 36  6 47 17 58 28 69 39  9 50 20 61 31  1 42 12 53 23 64 34  4 45 15 56 26 67 37  7 48 18 59 29 70 40 10 51 21 62 32  2 43 13 54 24 65 35  5 46 16 57 27 68 38  8 49 19 60 30
  0 42 13 55 26 68 39 10 52 23 65 36  7 49 20 62 33  4 46 17 59 30  1 43 14 56 27 69 40 11 53 24 66 37  8 50 21 63 34  5 47 18 60 31  2 44 15 57 28 70 41 12 54 25 67 38  9 51 22 64 35  6 48 19 61 32  3 45 16 58 29
  0 43 15 58 30  2 45 17 60 32  4 47 19 62 34  6 49 21 64 36  8 51 23 66 38 10 53 25 68 40 12 55 27 70 42 14 57 29  1 44 16 59 31  3 46 18 61 33  5 48 20 63 35  7 50 22 65 37  9 52 24 67 39 11 54 26 69 41 13 56 28
  0 44 17 61 34  7 51 24 68 41 14 58 31  4 48 21 65 38 11 55 28  1 45 18 62 35  8 52 25 69 42 15 59 32  5 49 22 66 39 12 56 29  2 46 19 63 36  9 53 26 70 43 16 60 33  6 50 23 67 40 13 57 30  3 47 20 64 37 10 54 27
  0 45 19 64 38 12 57 31  5 50 24 69 43 17 62 36 10 55 29  3 48 22 67 41 15 60 34  8 53 27  1 46 20 65 39 13 58 32  6 51 25 70 44 18 63 37 11 56 30  4 49 23 68 42 16 61 35  9 54 28  2 47 21 66 40 14 59 33  7 52 26
  0 46 21 67 42 17 63 38 13 59 34  9 55 30  5 51 26  1 47 22 68 43 18 64 39 14 60 35 10 56 31  6 52 27  2 48 23 69 44 19 65 40 15 61 36 11 57 32  7 53 28  3 49 24 70 45 20 66 41 16 62 37 12 58 33  8 54 29  4 50 25
  0 47 23 70 46 22 69 45 21 68 44 20 67 43 19 66 42 18 65 41 17 64 40 16 63 39 15 62 38 14 61 37 13 60 36 12 59 35 11 58 34 10 57 33  9 56 32  8 55 31  7 54 30  6 53 29  5 52 28  4 51 27  3 50 26  2 49 25  1 48 24
  0 48 25  2 50 27  4 52 29  6 54 31  8 56 33 10 58 35 12 60 37 14 62 39 16 64 41 18 66 43 20 68 45 22 70 47 24  1 49 26  3 51 28  5 53 30  7 55 32  9 57 34 11 59 36 13 61 38 15 63 40 17 65 42 19 67 44 21 69 46 23
  0 49 27  5 54 32 10 59 37 15 64 42 20 69 47 25  3 52 30  8 57 35 13 62 40 18 67 45 23  1 50 28  6 55 33 11 60 38 16 65 43 21 70 48 26  4 53 31  9 58 36 14 63 41 19 68 46 24  2 51 29  7 56 34 12 61 39 17 66 44 22
  0 50 29  8 58 37 16 66 45 24  3 53 32 11 61 40 19 69 48 27  6 56 35 14 64 43 22  1 51 30  9 59 38 17 67 46 25  4 54 33 12 62 41 20 70 49 28  7 57 36 15 65 44 23  2 52 31 10 60 39 18 68 47 26  5 55 34 13 63 42 21
  0 51 31 11 62 42 22  2 53 33 13 64 44 24  4 55 35 15 66 46 26  6 57 37 17 68 48 28  8 59 39 19 70 50 30 10 61 41 21  1 52 32 12 63 43 23  3 54 34 14 65 45 25  5 56 36 16 67 47 27  7 58 38 18 69 49 29  9 60 40 20
  0 52 33 14 66 47 28  9 61 42 23  4 56 37 18 70 51 32 13 65 46 27  8 60 41 22  3 55 36 17 69 50 31 12 64 45 26  7 59 40 21  2 54 35 16 68 49 30 11 63 44 25  6 58 39 20  1 53 34 15 67 48 29 10 62 43 24  5 57 38 19
  0 53 35 17 70 52 34 16 69 51 33 15 68 50 32 14 67 49 31 13 66 48 30 12 65 47 29 11 64 46 28 10 63 45 27  9 62 44 26  8 61 43 25  7 60 42 24  6 59 41 23  5 58 40 22  4 57 39 21  3 56 38 20  2 55 37 19  1 54 36 18
  0 54 37 20  3 57 40 23  6 60 43 26  9 63 46 29 12 66 49 32 15 69 52 35 18  1 55 38 21  4 58 41 24  7 61 44 27 10 64 47 30 13 67 50 33 16 70 53 36 19  2 56 39 22  5 59 42 25  8 62 45 28 11 65 48 31 14 68 51 34 17
  0 55 39 23  7 62 46 30 14 69 53 37 21  5 60 44 28 12 67 51 35 19  3 58 42 26 10 65 49 33 17  1 56 40 24  8 63 47 31 15 70 54 38 22  6 61 45 29 13 68 52 36 20  4 59 43 27 11 66 50 34 18  2 57 41 25  9 64 48 32 16
  0 56 41 26 11 67 52 37 22  7 63 48 33 18  3 59 44 29 14 70 55 40 25 10 66 51 36 21  6 62 47 32 17  2 58 43 28 13 69 54 39 24  9 65 50 35 20  5 61 46 31 16  1 57 42 27 12 68 53 38 23  8 64 49 34 19  4 60 45 30 15
  0 57 43 29 15  1 58 44 30 16  2 59 45 31 17  3 60 46 32 18  4 61 47 33 19  5 62 48 34 20  6 63 49 35 21  7 64 50 36 22  8 65 51 37 23  9 66 52 38 24 10 67 53 39 25 11 68 54 40 26 12 69 55 41 27 13 70 56 42 28 14
  0 58 45 32 19  6 64 51 38 25 12 70 57 44 31 18  5 63 50 37 24 11 69 56 43 30 17  4 62 49 36 23 10 68 55 42 29 16  3 61 48 35 22  9 67 54 41 28 15  2 60 47 34 21  8 66 53 40 27 14  1 59 46 33 20  7 65 52 39 26 13
  0 59 47 35 23 11 70 58 46 34 22 10 69 57 45 33 21  9 68 56 44 32 20  8 67 55 43 31 19  7 66 54 42 30 18  6 65 53 41 29 17  5 64 52 40 28 16  4 63 51 39 27 15  3 62 50 38 26 14  2 61 49 37 25 13  1 60 48 36 24 12
  0 60 49 38 27 16  5 65 54 43 32 21 10 70 59 48 37 26 15  4 64 53 42 31 20  9 69 58 47 36 25 14  3 63 52 41 30 19  8 68 57 46 35 24 13  2 62 51 40 29 18  7 67 56 45 34 23 12  1 61 50 39 28 17  6 66 55 44 33 22 11
  0 61 51 41 31 21 11  1 62 52 42 32 22 12  2 63 53 43 33 23 13  3 64 54 44 34 24 14  4 65 55 45 35 25 15  5 66 56 46 36 26 16  6 67 57 47 37 27 17  7 68 58 48 38 28 18  8 69 59 49 39 29 19  9 70 60 50 40 30 20 10
  0 62 53 44 35 26 17  8 70 61 52 43 34 25 16  7 69 60 51 42 33 24 15  6 68 59 50 41 32 23 14  5 67 58 49 40 31 22 13  4 66 57 48 39 30 21 12  3 65 56 47 38 29 20 11  2 64 55 46 37 28 19 10  1 63 54 45 36 27 18  9
  0 63 55 47 39 31 23 15  7 70 62 54 46 38 30 22 14  6 69 61 53 45 37 29 21 13  5 68 60 52 44 36 28 20 12  4 67 59 51 43 35 27 19 11  3 66 58 50 42 34 26 18 10  2 65 57 49 41 33 25 17  9  1 64 56 48 40 32 24 16  8
  0 64 57 50 43 36 29 22 15  8  1 65 58 51 44 37 30 23 16  9  2 66 59 52 45 38 31 24 17 10  3 67 60 53 46 39 32 25 18 11  4 68 61 54 47 40 33 26 19 12  5 69 62 55 48 41 34 27 20 13  6 70 63 56 49 42 35 28 21 14  7
  0 65 59 53 47 41 35 29 23 17 11  5 70 64 58 52 46 40 34 28 22 16 10  4 69 63 57 51 45 39 33 27 21 15  9  3 68 62 56 50 44 38 32 26 20 14  8  2 67 61 55 49 43 37 31 25 19 13  7  1 66 60 54 48 42 36 30 24 18 12  6
  0 66 61 56 51 46 41 36 31 26 21 16 11  6  1 67 62 57 52 47 42 37 32 27 22 17 12  7  2 68 63 58 53 48 43 38 33 28 23 18 13  8  3 69 64 59 54 49 44 39 34 29 24 19 14  9  4 70 65 60 55 50 45 40 35 30 25 20 15 10  5
  0 67 63 59 55 51 47 43 39 35 31 27 23 19 15 11  7  3 70 66 62 58 54 50 46 42 38 34 30 26 22 18 14 10  6  2 69 65 61 57 53 49 45 41 37 33 29 25 21 17 13  9  5  1 68 64 60 56 52 48 44 40 36 32 28 24 20 16 12  8  4
  0 68 65 62 59 56 53 50 47 44 41 38 35 32 29 26 23 20 17 14 11  8  5  2 70 67 64 61 58 55 52 49 46 43 40 37 34 31 28 25 22 19 16 13 10  7  4  1 69 66 63 60 57 54 51 48 45 42 39 36 33 30 27 24 21 18 15 12  9  6  3
  0 69 67 65 63 61 59 57 55 53 51 49 47 45 43 41 39 37 35 33 31 29 27 25 23 21 19 17 15 13 11  9  7  5  3  1 70 68 66 64 62 60 58 56 54 52 50 48 46 44 42 40 38 36 34 32 30 28 26 24 22 20 18 16 14 12 10  8  6  4  2
  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1
----------------------------------
Nasprotno: 
0|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1|
----------------------------------
Razlika: 
  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1
  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2
  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3
  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4
  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5
  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6
  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7
  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8
  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9
  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10
 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11
 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12
 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13
 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14
 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15
 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17
 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18
 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19
 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21
 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22
 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23
 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24
 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25
 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26
 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27
 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28
 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29
 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30
 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31
 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32
 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33
 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34
 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35
 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36
 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37
 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38
 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39
 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40
 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41
 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42
 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43
 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44
 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45
 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46
 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47
 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48
 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49
