Testni primer za prastevilo : 73 Mnozica: Z_73
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
  0 20 40 60  7 27 47 67 14 34 54  1 21 41 61  8 28 48 68 15 35 55  2 22 42 62  9 29 49 69 16 36 56  3 23 43 63 10 30 50 70 17 37 57  4 24 44 64 11 31 51 71 18 38 58  5 25 45 65 12 32 52 72 19 39 59  6 26 46 66 13 33 53
  0 21 42 63 11 32 53  1 22 43 64 12 33 54  2 23 44 65 13 34 55  3 24 45 66 14 35 56  4 25 46 67 15 36 57  5 26 47 68 16 37 58  6 27 48 69 17 38 59  7 28 49 70 18 39 60  8 29 50 71 19 40 61  9 30 51 72 20 41 62 10 31 52
  0 22 44 66 15 37 59  8 30 52  1 23 45 67 16 38 60  9 31 53  2 24 46 68 17 39 61 10 32 54  3 25 47 69 18 40 62 11 33 55  4 26 48 70 19 41 63 12 34 56  5 27 49 71 20 42 64 13 35 57  6 28 50 72 21 43 65 14 36 58  7 29 51
  0 23 46 69 19 42 65 15 38 61 11 34 57  7 30 53  3 26 49 72 22 45 68 18 41 64 14 37 60 10 33 56  6 29 52  2 25 48 71 21 44 67 17 40 63 13 36 59  9 32 55  5 28 51  1 24 47 70 20 43 66 16 39 62 12 35 58  8 31 54  4 27 50
  0 24 48 72 23 47 71 22 46 70 21 45 69 20 44 68 19 43 67 18 42 66 17 41 65 16 40 64 15 39 63 14 38 62 13 37 61 12 36 60 11 35 59 10 34 58  9 33 57  8 32 56  7 31 55  6 30 54  5 29 53  4 28 52  3 27 51  2 26 50  1 25 49
  0 25 50  2 27 52  4 29 54  6 31 56  8 33 58 10 35 60 12 37 62 14 39 64 16 41 66 18 43 68 20 45 70 22 47 72 24 49  1 26 51  3 28 53  5 30 55  7 32 57  9 34 59 11 36 61 13 38 63 15 40 65 17 42 67 19 44 69 21 46 71 23 48
  0 26 52  5 31 57 10 36 62 15 41 67 20 46 72 25 51  4 30 56  9 35 61 14 40 66 19 45 71 24 50  3 29 55  8 34 60 13 39 65 18 44 70 23 49  2 28 54  7 33 59 12 38 64 17 43 69 22 48  1 27 53  6 32 58 11 37 63 16 42 68 21 47
  0 27 54  8 35 62 16 43 70 24 51  5 32 59 13 40 67 21 48  2 29 56 10 37 64 18 45 72 26 53  7 34 61 15 42 69 23 50  4 31 58 12 39 66 20 47  1 28 55  9 36 63 17 44 71 25 52  6 33 60 14 41 68 22 49  3 30 57 11 38 65 19 46
  0 28 56 11 39 67 22 50  5 33 61 16 44 72 27 55 10 38 66 21 49  4 32 60 15 43 71 26 54  9 37 65 20 48  3 31 59 14 42 70 25 53  8 36 64 19 47  2 30 58 13 41 69 24 52  7 35 63 18 46  1 29 57 12 40 68 23 51  6 34 62 17 45
  0 29 58 14 43 72 28 57 13 42 71 27 56 12 41 70 26 55 11 40 69 25 54 10 39 68 24 53  9 38 67 23 52  8 37 66 22 51  7 36 65 21 50  6 35 64 20 49  5 34 63 19 48  4 33 62 18 47  3 32 61 17 46  2 31 60 16 45  1 30 59 15 44
  0 30 60 17 47  4 34 64 21 51  8 38 68 25 55 12 42 72 29 59 16 46  3 33 63 20 50  7 37 67 24 54 11 41 71 28 58 15 45  2 32 62 19 49  6 36 66 23 53 10 40 70 27 57 14 44  1 31 61 18 48  5 35 65 22 52  9 39 69 26 56 13 43
  0 31 62 20 51  9 40 71 29 60 18 49  7 38 69 27 58 16 47  5 36 67 25 56 14 45  3 34 65 23 54 12 43  1 32 63 21 52 10 41 72 30 61 19 50  8 39 70 28 59 17 48  6 37 68 26 57 15 46  4 35 66 24 55 13 44  2 33 64 22 53 11 42
  0 32 64 23 55 14 46  5 37 69 28 60 19 51 10 42  1 33 65 24 56 15 47  6 38 70 29 61 20 52 11 43  2 34 66 25 57 16 48  7 39 71 30 62 21 53 12 44  3 35 67 26 58 17 49  8 40 72 31 63 22 54 13 45  4 36 68 27 59 18 50  9 41
  0 33 66 26 59 19 52 12 45  5 38 71 31 64 24 57 17 50 10 43  3 36 69 29 62 22 55 15 48  8 41  1 34 67 27 60 20 53 13 46  6 39 72 32 65 25 58 18 51 11 44  4 37 70 30 63 23 56 16 49  9 42  2 35 68 28 61 21 54 14 47  7 40
  0 34 68 29 63 24 58 19 53 14 48  9 43  4 38 72 33 67 28 62 23 57 18 52 13 47  8 42  3 37 71 32 66 27 61 22 56 17 51 12 46  7 41  2 36 70 31 65 26 60 21 55 16 50 11 45  6 40  1 35 69 30 64 25 59 20 54 15 49 10 44  5 39
  0 35 70 32 67 29 64 26 61 23 58 20 55 17 52 14 49 11 46  8 43  5 40  2 37 72 34 69 31 66 28 63 25 60 22 57 19 54 16 51 13 48 10 45  7 42  4 39  1 36 71 33 68 30 65 27 62 24 59 21 56 18 53 15 50 12 47  9 44  6 41  3 38
  0 36 72 35 71 34 70 33 69 32 68 31 67 30 66 29 65 28 64 27 63 26 62 25 61 24 60 23 59 22 58 21 57 20 56 19 55 18 54 17 53 16 52 15 51 14 50 13 49 12 48 11 47 10 46  9 45  8 44  7 43  6 42  5 41  4 40  3 39  2 38  1 37
  0 37  1 38  2 39  3 40  4 41  5 42  6 43  7 44  8 45  9 46 10 47 11 48 12 49 13 50 14 51 15 52 16 53 17 54 18 55 19 56 20 57 21 58 22 59 23 60 24 61 25 62 26 63 27 64 28 65 29 66 30 67 31 68 32 69 33 70 34 71 35 72 36
  0 38  3 41  6 44  9 47 12 50 15 53 18 56 21 59 24 62 27 65 30 68 33 71 36  1 39  4 42  7 45 10 48 13 51 16 54 19 57 22 60 25 63 28 66 31 69 34 72 37  2 40  5 43  8 46 11 49 14 52 17 55 20 58 23 61 26 64 29 67 32 70 35
  0 39  5 44 10 49 15 54 20 59 25 64 30 69 35  1 40  6 45 11 50 16 55 21 60 26 65 31 70 36  2 41  7 46 12 51 17 56 22 61 27 66 32 71 37  3 42  8 47 13 52 18 57 23 62 28 67 33 72 38  4 43  9 48 14 53 19 58 24 63 29 68 34
  0 40  7 47 14 54 21 61 28 68 35  2 42  9 49 16 56 23 63 30 70 37  4 44 11 51 18 58 25 65 32 72 39  6 46 13 53 20 60 27 67 34  1 41  8 48 15 55 22 62 29 69 36  3 43 10 50 17 57 24 64 31 71 38  5 45 12 52 19 59 26 66 33
  0 41  9 50 18 59 27 68 36  4 45 13 54 22 63 31 72 40  8 49 17 58 26 67 35  3 44 12 53 21 62 30 71 39  7 48 16 57 25 66 34  2 43 11 52 20 61 29 70 38  6 47 15 56 24 65 33  1 42 10 51 19 60 28 69 37  5 46 14 55 23 64 32
  0 42 11 53 22 64 33  2 44 13 55 24 66 35  4 46 15 57 26 68 37  6 48 17 59 28 70 39  8 50 19 61 30 72 41 10 52 21 63 32  1 43 12 54 23 65 34  3 45 14 56 25 67 36  5 47 16 58 27 69 38  7 49 18 60 29 71 40  9 51 20 62 31
  0 43 13 56 26 69 39  9 52 22 65 35  5 48 18 61 31  1 44 14 57 27 70 40 10 53 23 66 36  6 49 19 62 32  2 45 15 58 28 71 41 11 54 24 67 37  7 50 20 63 33  3 46 16 59 29 72 42 12 55 25 68 38  8 51 21 64 34  4 47 17 60 30
  0 44 15 59 30  1 45 16 60 31  2 46 17 61 32  3 47 18 62 33  4 48 19 63 34  5 49 20 64 35  6 50 21 65 36  7 51 22 66 37  8 52 23 67 38  9 53 24 68 39 10 54 25 69 40 11 55 26 70 41 12 56 27 71 42 13 57 28 72 43 14 58 29
  0 45 17 62 34  6 51 23 68 40 12 57 29  1 46 18 63 35  7 52 24 69 41 13 58 30  2 47 19 64 36  8 53 25 70 42 14 59 31  3 48 20 65 37  9 54 26 71 43 15 60 32  4 49 21 66 38 10 55 27 72 44 16 61 33  5 50 22 67 39 11 56 28
  0 46 19 65 38 11 57 30  3 49 22 68 41 14 60 33  6 52 25 71 44 17 63 36  9 55 28  1 47 20 66 39 12 58 31  4 50 23 69 42 15 61 34  7 53 26 72 45 18 64 37 10 56 29  2 48 21 67 40 13 59 32  5 51 24 70 43 16 62 35  8 54 27
  0 47 21 68 42 16 63 37 11 58 32  6 53 27  1 48 22 69 43 17 64 38 12 59 33  7 54 28  2 49 23 70 44 18 65 39 13 60 34  8 55 29  3 50 24 71 45 19 66 40 14 61 35  9 56 30  4 51 25 72 46 20 67 41 15 62 36 10 57 31  5 52 26
  0 48 23 71 46 21 69 44 19 67 42 17 65 40 15 63 38 13 61 36 11 59 34  9 57 32  7 55 30  5 53 28  3 51 26  1 49 24 72 47 22 70 45 20 68 43 18 66 41 16 64 39 14 62 37 12 60 35 10 58 33  8 56 31  6 54 29  4 52 27  2 50 25
  0 49 25  1 50 26  2 51 27  3 52 28  4 53 29  5 54 30  6 55 31  7 56 32  8 57 33  9 58 34 10 59 35 11 60 36 12 61 37 13 62 38 14 63 39 15 64 40 16 65 41 17 66 42 18 67 43 19 68 44 20 69 45 21 70 46 22 71 47 23 72 48 24
  0 50 27  4 54 31  8 58 35 12 62 39 16 66 43 20 70 47 24  1 51 28  5 55 32  9 59 36 13 63 40 17 67 44 21 71 48 25  2 52 29  6 56 33 10 60 37 14 64 41 18 68 45 22 72 49 26  3 53 30  7 57 34 11 61 38 15 65 42 19 69 46 23
  0 51 29  7 58 36 14 65 43 21 72 50 28  6 57 35 13 64 42 20 71 49 27  5 56 34 12 63 41 19 70 48 26  4 55 33 11 62 40 18 69 47 25  3 54 32 10 61 39 17 68 46 24  2 53 31  9 60 38 16 67 45 23  1 52 30  8 59 37 15 66 44 22
  0 52 31 10 62 41 20 72 51 30  9 61 40 19 71 50 29  8 60 39 18 70 49 28  7 59 38 17 69 48 27  6 58 37 16 68 47 26  5 57 36 15 67 46 25  4 56 35 14 66 45 24  3 55 34 13 65 44 23  2 54 33 12 64 43 22  1 53 32 11 63 42 21
  0 53 33 13 66 46 26  6 59 39 19 72 52 32 12 65 45 25  5 58 38 18 71 51 31 11 64 44 24  4 57 37 17 70 50 30 10 63 43 23  3 56 36 16 69 49 29  9 62 42 22  2 55 35 15 68 48 28  8 61 41 21  1 54 34 14 67 47 27  7 60 40 20
  0 54 35 16 70 51 32 13 67 48 29 10 64 45 26  7 61 42 23  4 58 39 20  1 55 36 17 71 52 33 14 68 49 30 11 65 46 27  8 62 43 24  5 59 40 21  2 56 37 18 72 53 34 15 69 50 31 12 66 47 28  9 63 44 25  6 60 41 22  3 57 38 19
  0 55 37 19  1 56 38 20  2 57 39 21  3 58 40 22  4 59 41 23  5 60 42 24  6 61 43 25  7 62 44 26  8 63 45 27  9 64 46 28 10 65 47 29 11 66 48 30 12 67 49 31 13 68 50 32 14 69 51 33 15 70 52 34 16 71 53 35 17 72 54 36 18
  0 56 39 22  5 61 44 27 10 66 49 32 15 71 54 37 20  3 59 42 25  8 64 47 30 13 69 52 35 18  1 57 40 23  6 62 45 28 11 67 50 33 16 72 55 38 21  4 60 43 26  9 65 48 31 14 70 53 36 19  2 58 41 24  7 63 46 29 12 68 51 34 17
  0 57 41 25  9 66 50 34 18  2 59 43 27 11 68 52 36 20  4 61 45 29 13 70 54 38 22  6 63 47 31 15 72 56 40 24  8 65 49 33 17  1 58 42 26 10 67 51 35 19  3 60 44 28 12 69 53 37 21  5 62 46 30 14 71 55 39 23  7 64 48 32 16
  0 58 43 28 13 71 56 41 26 11 69 54 39 24  9 67 52 37 22  7 65 50 35 20  5 63 48 33 18  3 61 46 31 16  1 59 44 29 14 72 57 42 27 12 70 55 40 25 10 68 53 38 23  8 66 51 36 21  6 64 49 34 19  4 62 47 32 17  2 60 45 30 15
  0 59 45 31 17  3 62 48 34 20  6 65 51 37 23  9 68 54 40 26 12 71 57 43 29 15  1 60 46 32 18  4 63 49 35 21  7 66 52 38 24 10 69 55 41 27 13 72 58 44 30 16  2 61 47 33 19  5 64 50 36 22  8 67 53 39 25 11 70 56 42 28 14
  0 60 47 34 21  8 68 55 42 29 16  3 63 50 37 24 11 71 58 45 32 19  6 66 53 40 27 14  1 61 48 35 22  9 69 56 43 30 17  4 64 51 38 25 12 72 59 46 33 20  7 67 54 41 28 15  2 62 49 36 23 10 70 57 44 31 18  5 65 52 39 26 13
  0 61 49 37 25 13  1 62 50 38 26 14  2 63 51 39 27 15  3 64 52 40 28 16  4 65 53 41 29 17  5 66 54 42 30 18  6 67 55 43 31 19  7 68 56 44 32 20  8 69 57 45 33 21  9 70 58 46 34 22 10 71 59 47 35 23 11 72 60 48 36 24 12
  0 62 51 40 29 18  7 69 58 47 36 25 14  3 65 54 43 32 21 10 72 61 50 39 28 17  6 68 57 46 35 24 13  2 64 53 42 31 20  9 71 60 49 38 27 16  5 67 56 45 34 23 12  1 63 52 41 30 19  8 70 59 48 37 26 15  4 66 55 44 33 22 11
  0 63 53 43 33 23 13  3 66 56 46 36 26 16  6 69 59 49 39 29 19  9 72 62 52 42 32 22 12  2 65 55 45 35 25 15  5 68 58 48 38 28 18  8 71 61 51 41 31 21 11  1 64 54 44 34 24 14  4 67 57 47 37 27 17  7 70 60 50 40 30 20 10
  0 64 55 46 37 28 19 10  1 65 56 47 38 29 20 11  2 66 57 48 39 30 21 12  3 67 58 49 40 31 22 13  4 68 59 50 41 32 23 14  5 69 60 51 42 33 24 15  6 70 61 52 43 34 25 16  7 71 62 53 44 35 26 17  8 72 63 54 45 36 27 18  9
  0 65 57 49 41 33 25 17  9  1 66 58 50 42 34 26 18 10  2 67 59 51 43 35 27 19 11  3 68 60 52 44 36 28 20 12  4 69 61 53 45 37 29 21 13  5 70 62 54 46 38 30 22 14  6 71 63 55 47 39 31 23 15  7 72 64 56 48 40 32 24 16  8
  0 66 59 52 45 38 31 24 17 10  3 69 62 55 48 41 34 27 20 13  6 72 65 58 51 44 37 30 23 16  9  2 68 61 54 47 40 33 26 19 12  5 71 64 57 50 43 36 29 22 15  8  1 67 60 53 46 39 32 25 18 11  4 70 63 56 49 42 35 28 21 14  7
  0 67 61 55 49 43 37 31 25 19 13  7  1 68 62 56 50 44 38 32 26 20 14  8  2 69 63 57 51 45 39 33 27 21 15  9  3 70 64 58 52 46 40 34 28 22 16 10  4 71 65 59 53 47 41 35 29 23 17 11  5 72 66 60 54 48 42 36 30 24 18 12  6
  0 68 63 58 53 48 43 38 33 28 23 18 13  8  3 71 66 61 56 51 46 41 36 31 26 21 16 11  6  1 69 64 59 54 49 44 39 34 29 24 19 14  9  4 72 67 62 57 52 47 42 37 32 27 22 17 12  7  2 70 65 60 55 50 45 40 35 30 25 20 15 10  5
  0 69 65 61 57 53 49 45 41 37 33 29 25 21 17 13  9  5  1 70 66 62 58 54 50 46 42 38 34 30 26 22 18 14 10  6  2 71 67 63 59 55 51 47 43 39 35 31 27 23 19 15 11  7  3 72 68 64 60 56 52 48 44 40 36 32 28 24 20 16 12  8  4
  0 70 67 64 61 58 55 52 49 46 43 40 37 34 31 28 25 22 19 16 13 10  7  4  1 71 68 65 62 59 56 53 50 47 44 41 38 35 32 29 26 23 20 17 14 11  8  5  2 72 69 66 63 60 57 54 51 48 45 42 39 36 33 30 27 24 21 18 15 12  9  6  3
  0 71 69 67 65 63 61 59 57 55 53 51 49 47 45 43 41 39 37 35 33 31 29 27 25 23 21 19 17 15 13 11  9  7  5  3  1 72 70 68 66 64 62 60 58 56 54 52 50 48 46 44 42 40 38 36 34 32 30 28 26 24 22 20 18 16 14 12 10  8  6  4  2
  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1
----------------------------------
Nasprotno: 
0|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1|
----------------------------------
Razlika: 
  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1
  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2
  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3
  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4
  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5
  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6
  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7
  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8
  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9
  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10
 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11
 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12
 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13
 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14
 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15
 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17
 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18
 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19
 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21
 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22
 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23
 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24
 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25
 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26
 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27
 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28
 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29
 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30
 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31
 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32
 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33
 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34
 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35
 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36
 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37
 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38
 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39
